,Datetime,Tweet ID,Username,Content,URL
1129,2022-08-17 10:28:02+00:00,1.56E+18,OT_LauraF,"So my chronic migraines have turned into vestibular ones.How bizarre.

3rd episode of vertigo this week and always in the small hours of the morning. 

Headache has now followed suite.

How delightful.

Any tips for relief send them my way please... https://t.co/v5DR6MgcBi",https://twitter.com/OT_LauraF/status/1559849528274178050
1144,2022-08-16 22:59:25+00:00,1.56E+18,Joanna_Po_,"Day 6 #100DaysOfCode 
2/2
Vestibular Disorder -people experience it every single day, often when they look at unexpected large-scale animations (e.g. The #Parallax effect on a webpage when scrolling is giving them headaches) #a11y 
@_100DaysOfCode

@100Devs

 #100Devs",https://twitter.com/Joanna_Po_/status/1559676232383488002
1160,2022-08-16 18:00:41+00:00,1.56E+18,Burke_Rehab,"Symptoms of a #vestibular or #balance disorder may include #dizziness, headache, #imbalance, motion sickness, nausea, visual and hearing changes. https://t.co/7XFDN4ctwR https://t.co/r0zC5Xvae3",https://twitter.com/Burke_Rehab/status/1559601053288595456
1172,2022-08-16 14:25:16+00:00,1.56E+18,ABtheMD,"I think my migraines tend to be vestibular. 
- My main aura is bad nausea. 
- I get motion sickness easily.
- Brain fog
- I had this weird instance where I thought Iâ€™d pass out for sure in a patientâ€™s room &amp; it scared me. No headache came but my mentor said it was likely an aura.",https://twitter.com/ABtheMD/status/1559546841401810947
1189,2022-08-16 05:28:54+00:00,1.56E+18,IsaidNae,"@littlemissmtl The descriptions here are spot on but I wanted to add that you can also get a migraine without a headache.  
Vestibular migraine for example often presents itself without it. There is other types as well. You get all the symptoms of migraine but the headache phase never occurs.",https://twitter.com/IsaidNae/status/1559411859660410880
1353,2022-08-12 06:00:55+00:00,1.56E+18,VJNeurology,"Understudied symptoms associated with #Migraine
ðŸ’¥ Mental fog
ðŸ’¥ Gastrointestinal symptoms
ðŸ’¥ Vestibular symptoms

Michael Oshinksy expands on this, discussing the @NIH priorities for future research at #AHSAM22: https://t.co/4XRVob6g2J

@ahsheadache #NeuroTwitter #Headache",https://twitter.com/VJNeurology/status/1557970364621357058
1396,2022-08-11 08:49:46+00:00,1.56E+18,TwistedCattle,"@jdibon Also don't forget vestibular problems! Cause altered posture worsening neck pain and contribute to sensory overload+/- altered cognition, attention etc. See lots people w/ ""migraine"" pattern but no stereotype headache and sometimes none at all.",https://twitter.com/TwistedCattle/status/1557650468142186498
1469,2022-08-09 23:38:12+00:00,1.56E+18,thedizzycook,"@writersitetweet @OneSickVet @cannontekstar Not sure if this is what you mean, but I never have head pain with my vestibular migraine attacks. You can be diagnosed without headache present.",https://twitter.com/thedizzycook/status/1557149274948919297
@thedizzycook @OneSickVet @cannontekstar The problem is that all my migraines are the same and combine features of vestibular and hemiplegic and nobody elseâ€™s sound like this. But rarely headaches.,,,,,
1494,2022-08-09 05:15:34+00:00,1.56E+18,emeltzermd,"7/Any combo of the triad (+ other symptoms like headache) may be present at onset: encephalopathy (stroke-like to progressive cognitive decline), branch retinal artery occlusions (BRAO) leading to partial, painless vision loss, and hearing and vestibular dysfunction.",https://twitter.com/emeltzermd/status/1556871790269501441
1496,2022-08-09 02:58:09+00:00,1.56E+18,SHSHeadache,Patients and providers often get frustrated by vestibular migraine. Dr. Mark Knoblauch will unpack this disorder for us #SHS2022,https://twitter.com/SHSHeadache/status/1556837208656674816
1647,2022-08-06 05:24:05+00:00,1.56E+18,TheMindfulMoxie,"Well, a vestibular migraine with lots of vertigo was not how I intended to spend today. Itâ€™s that horribly sickening sensation of being too drunk &amp; the world spinning while ALSO having a piercing, throbbing headache in one temple. Thankfully the vertigo is all that remains now.",https://twitter.com/TheMindfulMoxie/status/1555786768934264832
1820,2022-08-02 04:09:04+00:00,1.55E+18,jerdieofficial,"Ahh I missed a #MigraineChat 
Cerebral vasculitis (lupus) and chiari malformation here.
Also have a history of cluster headaches and chronic vestibular migraines.
Basically all the time.
Catch y'all on the next one.
ðŸ¤¯",https://twitter.com/jerdieofficial/status/1554318340641792000
1871,2022-08-01 10:32:11+00:00,1.55E+18,IsaidNae,"@MigraineTrust Vestibular migraine can also occur without the headache.  

...as well as other types of migraine",https://twitter.com/IsaidNae/status/1554052364847431682
1871,2022-08-01 10:32:11+00:00,1.55E+18,IsaidNae,"@MigraineTrust Vestibular migraine can also occur without the headache.  

...as well as other types of migraine",https://twitter.com/IsaidNae/status/1554052364847431682
1924,2022-07-30 21:04:45+00:00,1.55E+18,ZacharyGrinDPT,"@dysclinic Actually, I do! My education did teach about CSF leaks and SIH in the differential for vestibular symptoms and headaches. I do consider that as a possibility during the history and exam, as I would not be treating that and would need to refer out. 
If someone with headaches &amp; /1",https://twitter.com/ZacharyGrinDPT/status/1553486781491838980
1934,2022-07-30 18:17:09+00:00,1.55E+18,ChrisDisability,"@JosephCoe Ughhh. 

I have been really dizzy recently. Have vestibular migraine. Lots of migraines recently with headache and other things. Eye pain migraines are the worst.

Glad you're feeling better.

Do you find your symptoms fluctuate? Sometimes I have lots. Other times not so much.",https://twitter.com/ChrisDisability/status/1553444601955897344
1995,2022-07-29 05:45:50+00:00,1.55E+18,IsaidNae,"@5PhantomFingers @Yohannes_WW @cannontekstar I was lucky to attend a course for vestibular patients at the vertigo &amp; headache centre at the university clinic in Essen, Germany in 2018. 
There a vrt physio said the mini trampoline is advanced and the gold standard, so I set my focus on that. It's challenging but worth it",https://twitter.com/IsaidNae/status/1552893138183897090
2000,2022-07-29 04:24:19+00:00,1.55E+18,ChrisDisability,"Back to migraines with just vertigo. Yay.

Why I'm not getting headaches with them again, I don't know.

Anyone with migraine, especially vestibular migraine, have fluctuations in what symptoms make up your migraines?",https://twitter.com/ChrisDisability/status/1552872625050755072
2063,2022-07-28 01:48:18+00:00,1.55E+18,Hlowe8,"@yourauntemma This story brought you to mind.

Stress of being acutely aware of the dangers posed by TFG. 

Perhaps vestibular migraine.
Throbbing headache, usually on one side of the head.Â Nausea and vomiting.Â Sensitivity to light, smell and noise. Tinnitus.

https://t.co/C9mTS0dOj3",https://twitter.com/Hlowe8/status/1552470975261732866
2071,2022-07-27 23:07:19+00:00,1.55E+18,king_winson,"@aimeemann I just saw your story on NBC related to vestibular migraines.
My daughter is suffering from the same condition brought about from an initial concussion in an auto accident.Ever since the headaches and debilitating depression even with a good neurologist. You give us hope! Thanks",https://twitter.com/king_winson/status/1552430460168540161
2142,2022-07-26 17:49:13+00:00,1.55E+18,MD_Doc_USA,"Complex Migraine Variants

#Migraine #Headache

VESTIBULAR MIGRAINE
-Hallmarks are lightheadedness, dizziness &amp; vertigo episodes. Can present with or WITHOUT headache. Other Sx: nausea, vomiting, ataxia, brain fog, fatigue, forgetfullness, difficulty finding words, phonophobia,",https://twitter.com/MD_Doc_USA/status/1551988021691666434
2146,2022-07-26 17:11:05+00:00,1.55E+18,OneSickVet,"@MaeNena73 Thanks! They basically punted, but did say I could do vestibular PT if I wanted. Also, I may actually get a referral to a headache specialist.",https://twitter.com/OneSickVet/status/1551978424067137539
2192,2022-07-25 21:18:10+00:00,1.55E+18,MsRobinHosking,@OneSickVet Make sure they consider low CSF pressure conditions! Most patients experience vestibular symptoms and headaches along with other neurological weirdness.,https://twitter.com/MsRobinHosking/status/1551678215898415104
2244,2022-07-25 01:45:17+00:00,1.55E+18,seniorspyM6,@MustelidMay Thatâ€™s called a vestibular migraine. Lots of vertigo/nausea and screamer of a headache. Imitrex with a side of gravol works for me.,https://twitter.com/seniorspyM6/status/1551383052038746113
2245,2022-07-25 00:18:14+00:00,1.55E+18,Annacreegan,"Vestibular Migraine often has a trigger. 
I've just spent 3 weeks away at the seaside where I've felt as close to normal than I've been in almost a year. 2 days back and I've a headache so I guess my trigger is my regular life.
Oh well!!

#VestibularMigraine",https://twitter.com/Annacreegan/status/1551361143163297792
2277,2022-07-24 02:29:08+00:00,1.55E+18,AsianCNS,"Watch the Recorded &amp; Edited Version of the very insightful lectures by Prof.Kiyoshi Takagi - Epidural Gas Inj. for Chronic Post Traumatic Headache &amp; Prof.Xu Ming - Anomalous Loops Encountered during Sx. of Vestibular Schwannomas, aired at the ACNS Webinars https://t.co/1vcTftJRtb",https://twitter.com/AsianCNS/status/1551031699878080513
2318,2022-07-23 02:52:12+00:00,1.55E+18,AntonioGoyanes,@wakingup #AskSam I stumbled on your essay 'Adventures in the Land of Illness'. Did you ever find a solution for the vestibular migraines? Curious if you've heard of the book 'Heal Your Headache' by David Buccholz. I know people who've gotten relief from following that protocol.,https://twitter.com/AntonioGoyanes/status/1550675117981704192
2377,2022-07-21 22:55:06+00:00,1.55E+18,epdbsg,"The study concluded that Vestibular rehabilitation contributed to improvement of headache both in patients with Vestibular migraine and patients with dizziness and tension-type headache.
Contact us at 915-503-1333 or Visit us at ðŸŒ https://t.co/u5ASOBth6X https://t.co/T3kkv1WOOl",https://twitter.com/epdbsg/status/1550253060160618497
2395,2022-07-21 18:01:21+00:00,1.55E+18,VestibularR,"Correlation analysis of #Vestibular Symptoms and #Migraine and Non-migraine #Headache: an Epidemiological Survey of 708 #Female Nurses.

https://t.co/dCko580nE3",https://twitter.com/VestibularR/status/1550179133686169600
2486,2022-07-19 13:16:01+00:00,1.55E+18,chitownjerry,"@AnnaDsays I was moved by your Tweet as I was just researching foods that can cause migraine syndrome.

My wife has vestibular migraines - no headache, but extreme dizziness.  Foods trigger it.

And she's diabetic.  Finding the right mix has been a challenge!

I hope you are better today!",https://twitter.com/chitownjerry/status/1549382553186041862
2553,2022-07-17 18:25:01+00:00,1.55E+18,ssjac79,"In 2020 I sustained a TBI that changed my life. I was dxâ€™d w/ post-concussion syndrome which occurs more often in women and is poorly understood. A concussion is not just extreme headaches, though it is that too. My vestibular, autonomic nervous, and vision systems were affected.",https://twitter.com/ssjac79/status/1548735540651888641
2554,2022-07-17 18:16:48+00:00,1.55E+18,beyondfitness87,"If you have vestibular migraines, chronic headaches, autoimmune disease such as rheumatoid arthritis, swollen and sore joints or redness in the skin. It may be a vagus nerve issue  https://t.co/bP7TzWrTS4",https://twitter.com/beyondfitness87/status/1548733471731789825
2632,2022-07-15 14:32:01+00:00,1.55E+18,timjonze,@EvaWiseman Oh that sucks. My year of constant vestibular migraine has mercifully ended for now. Who knew our quirky little headaches would turn out to be absolute monsters?,https://twitter.com/timjonze/status/1547952129465192452
2675,2022-07-14 14:21:18+00:00,1.55E+18,lclkrist,@Heidi36257043 @Lauraluaileen @diggingellen Yes I think as a kid I seemed absolutely okay most of the time (really noticed when the headaches went away in highschool then again when I got a concussion as an adult w. Same symptoms.) The treatment that has helped the most with this concussion was vestibular rehabilitation.,https://twitter.com/lclkrist/status/1547587043605155842
2708,2022-07-13 19:32:57+00:00,1.55E+18,grizzbly,@xsara_bearx ðŸ¥º thank you! my meds work sometimes but i have such complex headache. migraine but also other headache and corresponding sensory/vestibular/autonomic issues. i feel like iâ€™ve truly had a headache for most of my life! tired.,https://twitter.com/grizzbly/status/1547303084832878594
2795,2022-07-11 19:30:07+00:00,1.55E+18,BodyGearsPT,"5 Things You May Not Know Physical Therapists Treat-- 
1. Jaw Pain 
2. Headaches
3. Incontinence 
4. Concussion 
5. Vestibular and Eye Dysfunction 
https://t.co/IEq01lAiXQ 

#physicaltherapy https://t.co/yMwg2iOHDV",https://twitter.com/BodyGearsPT/status/1546577596934152193
2820,2022-07-11 13:57:59+00:00,1.55E+18,onlylight210,"@temasmith So glad you have rescue meds. Started with migraines with aura, and last year those changed to vestibular migraines. No headache but all the yuck + of migraines. I wish I had rescue meds. Best wishes.",https://twitter.com/onlylight210/status/1546494010046517249
2832,2022-07-11 05:58:01+00:00,1.55E+18,thasminist,im so scared that one day im going to end up with vestibular migraines like my mom bc i already get a lot of headaches and it can run in the family,https://twitter.com/thasminist/status/1546373224853798913
2861,2022-07-10 09:41:58+00:00,1.55E+18,LisBteamdizzy,"Can vestibular migraine development be predicted in patients with new onset migraine headaches? - https://t.co/6m7S8bSTqs 

migraine pts reporting aural symptoms accompanying attacks &amp; motion sickness in PMH at â¬†ï¸risk of vestibular migraine in later life",https://twitter.com/LisBteamdizzy/status/1546067195041660928
2866,2022-07-10 00:59:56+00:00,1.55E+18,Jesse_James77,"Have had a terrible weekend.  Shaking inside from vestibular issues.  Headache I was able to control for now, but the vestibular stuff is ruining the last bit of life I had.  It makes you contemplate the future, if there is one, when you have illnesses like this.",https://twitter.com/Jesse_James77/status/1545935821978669061
2877,2022-07-09 20:40:09+00:00,1.55E+18,onlylight210,"@thedizzydoc Vestibular migraine, so no headache. Originally tinnitus in my right ear, problem ear. However, that changed a few weeks ago, and now in my left ear. Oddly, I only hear it when I put in noise canceling earbuds with no audio.",https://twitter.com/onlylight210/status/1545870445991305222
2878,2022-07-09 20:35:30+00:00,1.55E+18,BradfemlyWalsh,Now on Day 10 of my continuous vestibular migraine. Imagine a headache across your forehead that doesn't respond to painkillers which makes you feel like you've been sedated with something unpleasant. Getting quite fed up now. https://t.co/0v9HJqiyeG,https://twitter.com/BradfemlyWalsh/status/1545869274895552512
2895,2022-07-09 15:04:57+00:00,1.55E+18,MarjolaineViret,"COVID update. Acute phase more/less over in 3-4d: fever 24h, sore throat, slight headache. Predominant now diffuse fatigue. Vestibular disorder (predictably) exacerbated.
It's going to be a SUPER-precautious return to activity. Please keep wearing masks. https://t.co/I67KRApJIZ",https://twitter.com/MarjolaineViret/status/1545786090665263105
2905,2022-07-09 10:10:12+00:00,1.55E+18,hesafruit,"did anyone else have weird vestibular sensory stuff (dizziness, nausea, headaches), possibly triggered by sinus stuff, when they had covid and how do you manage it?",https://twitter.com/hesafruit/status/1545711912549335040
2911,2022-07-09 05:53:01+00:00,1.55E+18,MadSin,@zoraslovechild Ive had sinus pain and a headache for over a month. Turned out I have vestibular migraines. Apparently thatâ€™s a thing and its un-fun.,https://twitter.com/MadSin/status/1545647189795303424
2919,2022-07-08 22:49:41+00:00,1.55E+18,RoeGraceM,"@studyinmovement Sometimes Iâ€™ll get the vertigo right before the headache (kinda like an aura?), but sometimes itâ€™ll just be vertigo and some light/sound sensitivity (those are called silent migraines and are pretty common with vestibular migraine)",https://twitter.com/RoeGraceM/status/1545540654599704578
2920,2022-07-08 22:45:12+00:00,1.55E+18,studyinmovement,@RoeGraceM I had never heard about vestibular migraine until this thread! Do they come along with typical headaches? (If you know?) I have this intermittent awful dizziness and nausea.,https://twitter.com/studyinmovement/status/1545539527384748033
2997,2022-07-07 18:20:57+00:00,1.55E+18,aspiraldance,"@AstridKWrites This is a good link! It explains that vestibular migraines don't always have a headache.

https://t.co/sVyd8q0bPG",https://twitter.com/aspiraldance/status/1545110636283166720
2998,2022-07-07 18:19:18+00:00,1.55E+18,aspiraldance,"@AstridKWrites Okay so here's the thing - my migraines don't always include a headache these days (they used to). It's all the other stuff I get, like the vertigo, feeling of pressure in my head, my senses being out of whack, horrific insomnia etc. 

Have a look at vestibular migraine online.",https://twitter.com/aspiraldance/status/1545110223584743427
3030,2022-07-06 19:03:00+00:00,1.54E+18,VConsoer,"@ohthatsdovely Looks like we had the exact same morning! Except my headache is vestibular and not allergies. The nightmares have stuck with me all day, too. Ugh. ðŸ˜–",https://twitter.com/VConsoer/status/1544758832752123905
3053,2022-07-06 08:20:42+00:00,1.54E+18,MrsR_Villanueva,@LaRougeAbeille I'm already with a psychiatrist and she confirmed it's not psychosomatic. Told my infectious disease doctor today. Asked him maybe my headaches are vestibular? I circulation issues? Wouldn't answer. Just said go to Long Covid Clinic which can't see me till September.,https://twitter.com/MrsR_Villanueva/status/1544597193650147328
3152,2022-07-03 15:56:32+00:00,1.54E+18,purrmaidx,"Does anyone have any experience with cluster headaches, vestibular migraines or similar? What have you found (presumably prescription) that helps?",https://twitter.com/purrmaidx/status/1543624743277977603
3259,2022-07-01 13:41:11+00:00,1.54E+18,NitaFarahany,"And @DrSujanaENT has a piece called ""Healing Headaches: The Otolaryngology Perspective"" -- highly recommend. I also found the piece on Vestibular Migraine and Utility of Neuroimaging (in headache management) fascinating. 4/7",https://twitter.com/NitaFarahany/status/1542865906770001920
3477,2022-06-26 15:00:57+00:00,1.54E+18,SimyParikh,"What can help people with #vestibular #migraine? Dr. Ceriani @JeffHeadacheCtr says offering words to describe the often vague, debilitating symptoms of #vertigo can be very validating and help providers better understand #HeadacheCertificateProgram @TjuhNeurology https://t.co/Mmmg7YbIKZ",https://twitter.com/SimyParikh/status/1541074040370110465
3543,2022-06-24 18:01:05+00:00,1.54E+18,Burke_Rehab,"Individuals with symptoms of aÂ #vestibular or #balance #disorder are 12 times more likely to have reported a #fall. But the good news is that no matter what your age is, balance can always be improved!  https://t.co/7XFDN4ctwR #dizziness, #headache, #imbalance, #motionsicknes https://t.co/4HzzbkINWm",https://twitter.com/Burke_Rehab/status/1540394596735262721
3546,2022-06-24 16:04:17+00:00,1.54E+18,serenity67,@MichelleyM The headache clinic was not equipped to make the diagnosis of vestibular migraine (which is a relatively new diagnosis code) &amp; a new specialist at my Ear Clinic made that diagnosis on my first visit with her. *About 50% of MÃ©niÃ¨reâ€™s patients also have Vestibular Migraine.ðŸ˜¢,https://twitter.com/serenity67/status/1540365203614797824
3554,2022-06-24 12:58:53+00:00,1.54E+18,JClariceEdwards,"@M_Moutoussis @dreampainter36 @ReadReadj @ClinpsychLucy @PsychRecovery @CunliffeSue @JDaviesPhD @peterkinderman @ect @joannamoncrieff @Bentall @rcpsych Neurovascular coupling probs aren't just cognitive/memory.  Also incl dysautonomia, cardiovascular, fatigue, neuromuscular pain, headaches, nausea, digestive, numbness, muscle fasciculations, twitching, dizziness, visual, auditory, vestibular, balance, coordination probs.",https://twitter.com/JClariceEdwards/status/1540318544877047808
3634,2022-06-23 06:20:03+00:00,1.54E+18,migraineaus,"Vestibular migraine affects vision and balance. Some people may also find head movement intolerable, feel a pressure, neck pain, develop tinnitus, or experience headaches.

Read more here https://t.co/TiEaTt1rcx
#MAM2022 #migraine #OutOfTheDark #Vestibular https://t.co/GRe8NqNXkS",https://twitter.com/migraineaus/status/1539855785949372416
3650,2022-06-22 23:18:52+00:00,1.54E+18,Jesse_James77,The headaches are probably the worst part singularly.  The pain.  But sometimes I can control thoseâ€¦ thereâ€™s at least things to try.  But the vestibular part is the part that when Iâ€™m talking to someone I canâ€™t put it into words for them.  Itâ€™s bad.,https://twitter.com/Jesse_James77/status/1539749793266008066
3680,2022-06-22 10:01:56+00:00,1.54E+18,Avalikesthis,@thismorning re headaches. Could you cover Vestibular Migraine headaches please? ðŸ˜„ðŸ«¶ðŸ»,https://twitter.com/Avalikesthis/status/1539549238400540673
3767,2022-06-21 05:48:41+00:00,1.54E+18,DarcyBonjour,"I have chronic migraine and vestibular migraine. I wear a pair for all those with migraine and the many other headache diseases. I care! ðŸ’œ 
I challenge: 
@AnnaSmi32756298 
@dianaelee 
@dstev9534 
#shadesformigraine 
#mham2022
#chronicmigraine https://t.co/pTjiRDP4Ht",https://twitter.com/DarcyBonjour/status/1539123118479970304
3777,2022-06-21 01:07:59+00:00,1.54E+18,MKirkchaney,"@MaeNena73 My wife just had a weeklong migraine and when googling around about it...we think she's been having Vestibular Migraines over the past few years and until last week, without the 'headache' portion.

Are yours Vestibular?
If so &amp; you got them diagnosed, with what specialist?
Thx",https://twitter.com/MKirkchaney/status/1539052476120174598
3786,2022-06-20 21:35:08+00:00,1.54E+18,WORMWXXD,"more context: diagnosis-wise i have gravesâ€™ disease/toxic thyroid, menieresâ€™ disease (vestibular, shouldnâ€™t cause pain) and cluster headaches. nothing specifically joint or muscle related has ever been diagnosed so i just. i dunno. iâ€™m anticipating some comorbidity somewhere.",https://twitter.com/WORMWXXD/status/1538998912639541251
3836,2022-06-19 19:00:37+00:00,1.54E+18,vestibularveda,"Chronic light-sensitivity can act as a catalyst for dizziness, vertigo, lightheadedness, headache and other symptoms that are often associated with vestibular disorders. https://t.co/uJhEDiDUEI https://t.co/uVfjbNZ8Y8 https://t.co/dhJRy7yT7l",https://twitter.com/vestibularveda/status/1538597637984641024
3979,2022-06-17 10:00:48+00:00,1.54E+18,CefalyUK,"V is for Vertigo ðŸ˜µâ€ðŸ’«

Is #vertigo a symptom of migraine for you? At what stage of an attack do you typically experience vertigo? Follow @vestibularveda  to learn more about vestibular issues. #migraine #vestibularmigraine #notjustaheadache https://t.co/2R5YrDBlat",https://twitter.com/CefalyUK/status/1537737014044508161
4031,2022-06-16 14:56:22+00:00,1.54E+18,IsaidNae,"@UrgleyClark This makes me so angry. 
Orthostatic issues are well known with eg. vestibular migraine.   Any good headache specialist/ neuro knows this. 

I hope you find a better specialist.  

Ps: it will take time, trials and luck to find a preventative that works for you.",https://twitter.com/IsaidNae/status/1537449008976629760
4073,2022-06-15 18:31:54+00:00,1.54E+18,deepwebghost,"migraines donâ€™t always include head pain, and every migraine episode can be different. they can cause vertigo, brain fog, fatigue, a whole list of neurological and vestibular problems. comparing them to headaches is beyond inaccurate https://t.co/IFIO4DWJqg",https://twitter.com/deepwebghost/status/1537140861355581440
4217,2022-06-12 11:18:39+00:00,1.54E+18,chippedpale,"@allylovespono @bennessb Hey I had migraine symptoms daily for a year until recently, I still get them but less intense headache (as on the last few weeks) and light in the eyes, I've just been told vestibular migraines, should I ask about this? I got them after the vaccines not covid",https://twitter.com/chippedpale/status/1535944666876678144
4227,2022-06-11 22:58:43+00:00,1.54E+18,jillasella,"@historivist @ANAssociation Also, if you're on Instagram: https://t.co/ONVEgDX6y8 (selling svcs but also posts w/ helpful vestibular info). I was also lucky in terms of diagnosisâ€”just v unlucky post-surgery: meningitis, 2nd surgery &amp; now persistent headaches. Yay for meds &amp; mostly happy to be mostly well.",https://twitter.com/jillasella/status/1535758456661192705
4255,2022-06-11 09:48:53+00:00,1.54E+18,MsRobinHosking,Turns out arm casts affect proprioception and nose fracture pain cause referred headaches resulting in vestibular issues.,https://twitter.com/MsRobinHosking/status/1535559686358966274
4287,2022-06-10 17:40:34+00:00,1.54E+18,sherpamom24,"@StephanieCrum2 @DrEricDing The rebound symptoms were worse than my original symptoms. They were similar; congestion, headache and fatigue. Iâ€™m feeling so much better. I have vestibular issues/vertigo for last 12 years and they have worsened since I started feeling better. Hoping itâ€™s not a sign of LC.",https://twitter.com/sherpamom24/status/1535316004015951874
4302,2022-06-10 08:35:03+00:00,1.54E+18,MEFoggyDog,"@Ilikebirbs1 I had vestibular for the first 13 years of having M.E - no headache, visual and sensory disturbances, nausea and diarrohea.

Covid gave me cluster migraines - horrific head PAIN.

Two entirely different 'migraines' that #PwME can have.",https://twitter.com/MEFoggyDog/status/1535178717210763265
4354,2022-06-09 12:00:00+00:00,1.53E+18,NorthwesternMed,#Headaches that make you dizzy? Hereâ€™s what you need to know about vestibular #migraines. @NMNeurology  https://t.co/5e4n1h1hWw,https://twitter.com/NorthwesternMed/status/1534867908806991874
4501,2022-06-06 18:51:10+00:00,1.53E+18,serenity67,"@beth_morton A2 #MigraineChat I see you mentioned insurance costs. The headache clinic I was DXâ€™d at &amp; left b/c of difficult bureaucracy issues, also happens to bill about 3x the price for like services at other nearby facilities. Itâ€™s ridiculous. MRIâ€™s, speech therapy, vestibular therapy.ðŸ˜³",https://twitter.com/serenity67/status/1533884219805421568
4614,2022-06-04 12:03:50+00:00,1.53E+18,MenieresResourc,"vestibular migraine doesnâ€™t always come with a headache. If it does, often the headache is not very severe, says Spears. â€œMost of the patients I see with vestibular migraine are more concerned with the dizziness or vertigo than they are with head pain,â€

https://t.co/kSmNsknEHI https://t.co/pefBNtjYgJ",https://twitter.com/MenieresResourc/status/1533056934919675904
4630,2022-06-03 22:40:00+00:00,1.53E+18,HearingHealthM,"Migraine Causes Dizziness, and Impacts Vestibular Disorders. #migraine #headache #vertigo #dizziness #audpeeps 
https://t.co/v5KpjJQXno",https://twitter.com/HearingHealthM/status/1532854642148659201
4666,2022-06-02 23:32:47+00:00,1.53E+18,onlylight210,"You'd think after a year I'd know the signs of a vestibular migraine attack. Nasal congestion, chills, head pressure, low headache, fatigue,etc.. No, because it changes every time. Very uncomfortable. #vestibularmigraine",https://twitter.com/onlylight210/status/1532505539749478410
4668,2022-06-02 21:05:44+00:00,1.53E+18,Vertige_App,June is National Headache &amp; Migraine Awareness Month. Itâ€™s time to bring awareness to Vestibular Migraine - the migraine no one talks about https://t.co/jxpH3OLWGd,https://twitter.com/Vertige_App/status/1532468529982758924
4681,2022-06-02 15:26:26+00:00,1.53E+18,serenity67,"Getting properly diagnosed/ability to access headache specialists is a HUGE part of the battle. Another HUGE part of the battle is insurance company barriers (denial) to access often newer &amp; MUCH more effective medications. ðŸ”½ðŸ”½ðŸ”½

#MigraineAwarenessMonth  #Vestibular #Migraine https://t.co/LRiPw63zWQ",https://twitter.com/serenity67/status/1532383142794825728
